Superkingdom,Phylum,Class,Order,Family,Genus,Species_group,Species
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella,Klebsiella huaxiensis
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Actinobacteria <high GC Gram+>,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium,Corynebacterium coyleae
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter/Leclercia,Enterobacter cloacae complex,Enterobacter kobei/Leclercia adecarboxylata
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia,Romboutsia,Romboutsia hominis
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Fusicatenibacter,Fusicatenibacter,Fusicatenibacter
Bacteria <bacteria>,Synergistetes,Synergistia,Synergistales,Synergistaceae,Pyramidobacter,Pyramidobacter,Pyramidobacter
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruthenibacterium,Ruthenibacterium,Ruthenibacterium
Bacteria <bacteria>,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera,Megasphaera hexanoica
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Intestinibacter,Intestinibacter,Intestinibacter
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerocolumna,Anaerocolumna,Anaerocolumna
Bacteria <bacteria>,Actinobacteria <actinobacteria>,Actinobacteria <high GC Gram+>,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium,Corynebacterium callunae
Bacteria <bacteria>,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,Dickeya,Dickeya chrysanthemi
Bacteria <bacteria>,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium,Clostridium septicum
Bacteria <bacteria>,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas,Brevundimonas vesicularis
